a_o,mes,nacionalidad,codigo_iso_3166,femenino,masculino,total,latitud_longitud
2015,Abril,Noruega,578,3,5,8,"(6.171601,-75.427454)"
2019,Junio,Costa Rica,188,98,147,245,"(6.171601,-75.427454)"
2019,Julio,República de Irlanda,372,2,0,2,"(4.815061,-75.736532)"
2014,Junio,Austria,40,0,2,2,"(11.360009,-72.129330)"
2021,Agosto,Estados Unidos de América,840,5,13,18,"(7.818934,-72.453226)"
2020,Febrero,Italia,380,5,8,13,"(-4.223468,-69.945098)"
2016,Febrero,Letonia,428,0,1,1,"(-4.197703,-69.941278)"
2017,Septiembre,Brasil,76,6,11,17,"(7.818934,-72.453226)"
2017,Agosto,Lituania,440,1,0,1,"(0.25129,-76.875963)"
2017,Diciembre,Bahamas,44,1,4,5,"(6.171601,-75.427454)"
2023,Junio,Uruguay,858,1,3,4,"(0.814836,-77.662532)"
2022,Diciembre,Venezuela,862,17,18,35,"(4.815061,-75.736532)"
2018,Julio,República de Kosovo,901,1,1,2,"(4.697144,-74.140516)"
2012,Junio,Islas Vírgenes Británicas/Territorio Británico de Ultramar,92,0,1,1,"(4.697144,-74.140516)"
2013,Octubre,Canadá,124,34,104,138,"(6.171601,-75.427454)"
2013,Febrero,Perú,604,28,47,75,"(7.818934,-72.453226)"
2014,Septiembre,Israel,376,1,2,3,"(8.635765,-77.346578)"
2022,Diciembre,Georgia,268,0,1,1,"(11.117806,-74.232622)"
2022,Marzo,Ghana,288,1,7,8,"(4.697144,-74.140516)"
2013,Mayo,Chile,152,74,131,205,"(6.171601,-75.427454)"
2022,Marzo,India,356,0,14,14,"(9.402978,-75.681599)"
2023,Abril,Polonia,616,188,195,383,"(4.697144,-74.140516)"
2015,Agosto,Turquía,792,0,4,4,"(0.814836,-77.662532)"
2022,Abril,Desconocido,99999,1,0,1,"(3.541112,-76.384584)"
2022,Junio,China,156,1,0,1,"(12.586067,-81.702563)"
2012,Febrero,Madagascar,450,1,0,1,"(4.697144,-74.140516)"
2019,Agosto,Jordania,400,1,2,3,"(4.697144,-74.140516)"
2013,Diciembre,Paraguay,600,1,0,1,"(7.088729,-70.740253)"
2019,Febrero,Alemania,276,1,9,10,"(7.818934,-72.453226)"
2021,Febrero,Kazajistán,398,2,0,2,"(10.445761,-75.516429)"
2014,Mayo,Panamá,591,0,2,2,"(1.813928,-78.763924)"
2022,Noviembre,Malta,470,5,10,15,"(4.697144,-74.140516)"
2022,Noviembre,España,724,3,2,5,"(-4.223468,-69.945098)"
2017,Abril,Malawi,454,0,1,1,"(4.697144,-74.140516)"
2014,Abril,Ecuador,218,377,400,777,"(6.171601,-75.427454)"
2022,Octubre,Serbia,688,0,1,1,"(0.814836,-77.662532)"
2019,Agosto,Costa Rica,188,166,138,304,"(12.586067,-81.702563)"
2021,Febrero,Croacia,191,0,2,2,"(10.971302,-74.765397)"
2017,Abril,Perú,604,201,215,416,"(3.541112,-76.384584)"
2019,Mayo,Francia,250,5,7,12,"(11.247723,-74.213989)"
2015,Febrero,Suecia,752,2,1,3,"(11.247723,-74.213989)"
2012,Enero,Venezuela,862,5306,6178,11484,"(4.697144,-74.140516)"
2021,Octubre,Japón,392,1,1,2,"(0.814836,-77.662532)"
2022,Junio,Nueva Zelanda,554,4,7,11,"(10.445761,-75.516429)"
2017,Agosto,Trinidad y Tobago,780,7,9,16,"(10.445761,-75.516429)"
2020,Noviembre,Nicaragua,558,0,1,1,"(4.815061,-75.736532)"
2017,Septiembre,Países Bajos,528,4,8,12,"(11.528919,-72.919681)"
2018,Noviembre,Países Bajos,528,7,6,13,"(7.128456,-73.183637)"
2021,Junio,Surinam,740,2,4,6,"(4.697144,-74.140516)"
2016,Febrero,España,724,0,1,1,"(11.360009,-72.129330)"
2022,Marzo,Rumania,642,1,0,1,"(-4.197703,-69.941278)"
2018,Mayo,República Dominicana,214,74,128,202,"(6.171601,-75.427454)"
2015,Septiembre,Nigeria,566,2,11,13,"(4.697144,-74.140516)"
2014,Marzo,Chipre,196,0,1,1,"(3.541112,-76.384584)"
2015,Junio,Indonesia,360,1,1,2,"(10.445761,-75.516429)"
2016,Diciembre,Trinidad y Tobago,780,0,2,2,"(10.886611,-74.776708)"
2016,Julio,Líbano,422,1,1,2,"(6.171601,-75.427454)"
2023,Abril,Guatemala,320,0,1,1,"(12.586067,-81.702563)"
2013,Febrero,Países Bajos,528,0,18,18,"(7.818934,-72.453226)"
2019,Junio,Suiza,756,3,1,4,"(0.25129,-76.875963)"
2014,Julio,Costa de Marfil,384,1,0,1,"(10.886611,-74.776708)"
2017,Julio,Costa Rica,188,167,114,281,"(10.445761,-75.516429)"
2017,Mayo,Barbados,52,0,1,1,"(3.541112,-76.384584)"
2020,Enero,Kazajistán,398,13,5,18,"(4.697144,-74.140516)"
2013,Julio,Alemania,276,87,74,161,"(0.814836,-77.662532)"
2019,Marzo,Croacia,191,3,5,8,"(6.171601,-75.427454)"
2019,Marzo,Israel,376,1,5,6,"(-4.223468,-69.945098)"
2017,Agosto,Belice,84,10,16,26,"(4.697144,-74.140516)"
2012,Octubre,Arabia Saudita,682,0,1,1,"(6.171601,-75.427454)"
2017,Noviembre,Paraguay,600,2,0,2,"(4.815061,-75.736532)"
2017,Diciembre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,11,9,20,"(-4.197703,-69.941278)"
2015,Septiembre,Venezuela,862,31,39,70,"(3.866713,-67.927521)"
2012,Enero,Rumania,642,0,2,2,"(0.814836,-77.662532)"
2021,Septiembre,Chipre,196,0,1,1,"(10.445761,-75.516429)"
2015,Agosto,República de Armenia,51,1,1,2,"(4.697144,-74.140516)"
2022,Junio,Grecia,300,0,2,2,"(10.408582,-75.538003)"
2021,Septiembre,España,724,37,63,100,"(3.541112,-76.384584)"
2013,Marzo,India,356,2,22,24,"(6.171601,-75.427454)"
2022,Octubre,Trinidad y Tobago,780,1,1,2,"(4.452882,-75.766298)"
2019,Julio,Países Bajos,528,8,17,25,"(4.815061,-75.736532)"
2018,Septiembre,Ecuador,218,0,1,1,"(-4.197703,-69.941278)"
2019,Mayo,Bermudas/Territorio Británico de Ultramar,60,0,1,1,"(10.445761,-75.516429)"
2022,Julio,Francia,250,292,405,697,"(6.171601,-75.427454)"
2013,Agosto,Estados Unidos de América,840,91,136,227,"(4.452882,-75.766298)"
2018,Diciembre,Perú,604,13,16,29,"(10.886611,-74.776708)"
2015,Noviembre,Noruega,578,115,186,301,"(4.697144,-74.140516)"
2013,Octubre,Indonesia,360,0,3,3,"(3.541112,-76.384584)"
2018,Julio,Brasil,76,12,39,51,"(0.814836,-77.662532)"
2013,Octubre,Suiza,756,266,502,768,"(4.697144,-74.140516)"
2022,Marzo,Italia,380,10,14,24,"(8.36068,-72.409396)"
2013,Marzo,Taiwán,158,3,4,7,"(3.541112,-76.384584)"
2018,Julio,Paraguay,600,3,0,3,"(10.408582,-75.538003)"
2013,Febrero,República de Irlanda,372,1,1,2,"(10.408582,-75.538003)"
2017,Julio,Kenia,404,0,1,1,"(6.171601,-75.427454)"
2012,Febrero,Austria,40,123,235,358,"(4.697144,-74.140516)"
2017,Agosto,Venezuela,862,102,178,280,"(10.886611,-74.776708)"
2021,Febrero,República Checa,203,0,2,2,"(10.445761,-75.516429)"
2023,Enero,Finlandia,246,0,1,1,"(10.886611,-74.776708)"
2016,Agosto,Italia,380,1144,2284,3428,"(4.697144,-74.140516)"
2019,Noviembre,Panamá,591,0,2,2,"(1.813928,-78.763924)"
2012,Diciembre,Francia,250,1,2,3,"(12.586067,-81.702563)"
2021,Agosto,Eslovenia,705,17,16,33,"(4.697144,-74.140516)"
2019,Junio,Taiwán,158,4,3,7,"(10.445761,-75.516429)"
2014,Noviembre,México,484,0,2,2,"(7.088729,-70.740253)"
2014,Diciembre,Austria,40,1,0,1,"(7.818934,-72.453226)"
2017,Enero,Francia,250,28,32,60,"(-4.197703,-69.941278)"
2014,Enero,Croacia,191,8,36,44,"(4.697144,-74.140516)"
2019,Noviembre,República de Belarús,112,1,2,4,"(0.814836,-77.662532)"
2023,Marzo,Turquía,792,0,1,1,"(9.402978,-75.681599)"
2017,Junio,Francia,250,1379,2314,3693,"(4.697144,-74.140516)"
2022,Octubre,Países Bajos,528,6,3,9,"(11.247723,-74.213989)"
2019,Noviembre,Estados Unidos de América,840,36,63,99,"(7.128456,-73.183637)"
2019,Diciembre,Panamá,591,18,26,44,"(7.128456,-73.183637)"
2018,Julio,Paraguay,600,36,27,63,"(6.171601,-75.427454)"
2018,Febrero,República Árabe de Yemen,887,0,1,1,"(4.697144,-74.140516)"
2020,Septiembre,Palestina,99999,0,1,1,"(4.697144,-74.140516)"
2018,Diciembre,Senegal,686,0,1,1,"(6.171601,-75.427454)"
2022,Abril,Federación de Rusia,643,189,230,419,"(4.697144,-74.140516)"
2023,Junio,Turquía,792,3,19,22,"(10.445761,-75.516429)"
2016,Agosto,Noruega,578,0,1,1,"(7.128456,-73.183637)"
2018,Marzo,Reino Unido de Gran Bretaña e Irlanda del Norte,826,32,31,63,"(10.408582,-75.538003)"
2022,Noviembre,Paraguay,600,7,3,10,"(12.586067,-81.702563)"
2019,Marzo,Italia,380,0,8,8,"(4.815061,-75.736532)"
2014,Julio,Canadá,124,170,247,417,"(6.171601,-75.427454)"
2017,Octubre,República de Belarús,112,0,1,1,"(10.445761,-75.516429)"
2017,Enero,Dominica,212,1,2,3,"(3.541112,-76.384584)"
2019,Mayo,Kazajistán,398,5,8,13,"(4.697144,-74.140516)"
2022,Febrero,Belice,84,0,2,2,"(10.445761,-75.516429)"
2019,Octubre,Filipinas,608,0,1,1,"(12.586067,-81.702563)"
2015,Abril,Brasil,76,0,2,2,"(13.3387613,-81.372937)"
2018,Mayo,Líbano,422,1,3,4,"(6.171601,-75.427454)"
2017,Octubre,Suiza,756,3,8,11,"(4.815061,-75.736532)"
2012,Julio,Nepal,524,0,1,1,"(4.697144,-74.140516)"
2012,Noviembre,Alemania,276,25,34,59,"(10.408582,-75.538003)"
2016,Agosto,República Dominicana,214,0,1,1,"(4.452882,-75.766298)"
2020,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,2,6,8,"(-4.223468,-69.945098)"
2020,Enero,Chile,152,79,103,182,"(0.814836,-77.662532)"
2018,Diciembre,República Dominicana,214,2,0,2,"(-4.197703,-69.941278)"
2019,Septiembre,Bahamas,44,0,4,4,"(6.171601,-75.427454)"
2014,Marzo,Filipinas,608,0,1,1,"(1.813928,-78.763924)"
2014,Marzo,Sudáfrica,710,2,0,2,"(10.408582,-75.538003)"
2013,Julio,Ucrania,804,3,8,11,"(10.445761,-75.516429)"
2023,Mayo,Países Bajos,528,0,1,1,"(7.927209,-72.507910)"
2017,Enero,México,484,0,2,2,"(8.635765,-77.346578)"
2019,Septiembre,Suecia,752,1,1,2,"(10.886611,-74.776708)"
2021,Noviembre,Gambia,270,0,1,1,"(4.697144,-74.140516)"
2015,Enero,Suecia,752,17,26,43,"(6.171601,-75.427454)"
2015,Abril,Israel,376,1,0,1,"(7.818934,-72.453226)"
2016,Enero,México,484,115,202,317,"(10.445761,-75.516429)"
2015,Abril,Santa Lucia,662,0,2,2,"(7.818934,-72.453226)"
2019,Febrero,Suiza,756,716,921,1637,"(4.697144,-74.140516)"
2023,Mayo,Serbia,688,0,3,3,"(4.815061,-75.736532)"
2015,Febrero,Indonesia,360,0,3,3,"(10.408582,-75.538003)"
2020,Febrero,Ucrania,804,0,3,3,"(11.247723,-74.213989)"
2016,Septiembre,Guyana,328,10,12,22,"(4.697144,-74.140516)"
2019,Octubre,Brasil,76,0,1,1,"(7.128456,-73.183637)"
2016,Septiembre,Ecuador,218,1844,2696,4540,"(0.814836,-77.662532)"
2012,Diciembre,Suiza,756,419,780,1199,"(4.697144,-74.140516)"
2012,Diciembre,Sudáfrica,710,0,2,2,"(3.541112,-76.384584)"
2018,Enero,China,156,2,0,2,"(4.815061,-75.736532)"
2012,Marzo,Países Bajos,528,1,2,3,"(11.247723,-74.213989)"
2021,Diciembre,Panamá,591,68,150,218,"(4.815061,-75.736532)"
2014,Enero,Costa Rica,188,465,610,1075,"(4.697144,-74.140516)"
2020,Enero,Cuba,192,1,4,5,"(4.815061,-75.736532)"
2020,Febrero,Dominica,212,1,4,5,"(6.171601,-75.427454)"
2017,Julio,Portugal,620,3,5,8,"(10.408582,-75.538003)"
2013,Diciembre,Suecia,752,1,0,1,"(8.635765,-77.346578)"
2017,Noviembre,Uruguay,858,390,578,968,"(4.697144,-74.140516)"
2021,Octubre,Turquía,792,0,1,1,"(3.893038,-77.067921)"
2017,Marzo,Honduras,340,5,18,23,"(4.815061,-75.736532)"
2018,Septiembre,Polonia,616,9,6,15,"(0.814836,-77.662532)"
2012,Marzo,Argentina,32,32,31,63,"(10.408582,-75.538003)"
2012,Mayo,Noruega,578,1,0,1,"(8.635765,-77.346578)"
2017,Febrero,Estados Unidos de América,840,0,1,1,"(8.36068,-72.409396)"
2017,Marzo,Rumania,642,0,4,4,"(3.893038,-77.067921)"
2017,Marzo,Polonia,616,0,3,3,"(11.247723,-74.213989)"
2023,Febrero,Venezuela,862,12,18,30,"(-4.197703,-69.941278)"
2013,Junio,Trinidad y Tobago,780,0,1,1,"(11.360009,-72.129330)"
2017,Noviembre,Suecia,752,14,15,29,"(0.814836,-77.662532)"
2014,Abril,República de Irlanda,372,2,1,3,"(-4.197703,-69.941278)"
2020,Febrero,Ucrania,804,41,27,68,"(4.697144,-74.140516)"
2014,Agosto,Portugal,620,293,575,868,"(4.697144,-74.140516)"
2022,Agosto,Hungría,348,0,1,1,"(7.128456,-73.183637)"
2014,Mayo,Japón,392,0,9,9,"(10.408582,-75.538003)"
2023,Enero,Estados Unidos de América,840,17,23,40,"(-4.197703,-69.941278)"
2021,Diciembre,México,484,0,5,5,"(10.408582,-75.538003)"
2013,Noviembre,Italia,380,0,1,1,"(11.247723,-74.213989)"
2019,Agosto,Marruecos,504,1,2,3,"(10.445761,-75.516429)"
2020,Enero,Guyana,328,3,0,3,"(3.541112,-76.384584)"
2022,Marzo,Nicaragua,558,10,16,26,"(3.541112,-76.384584)"
2014,Noviembre,España,724,0,1,1,"(10.971302,-74.765397)"
2020,Febrero,Perú,604,256,363,619,"(0.814836,-77.662532)"
2023,Mayo,Francia,250,0,2,2,"(4.452882,-75.766298)"
2023,Enero,Nicaragua,558,1,1,2,"(4.815061,-75.736532)"
2012,Abril,Panamá,591,1,3,4,"(8.635765,-77.346578)"
2016,Octubre,Ecuador,218,6,4,10,"(0.812436,-77.847006)"
2017,Junio,República de Irlanda,372,9,14,23,"(0.814836,-77.662532)"
2012,Junio,Singapur,702,0,1,1,"(10.886611,-74.776708)"
2013,Abril,Bolivia,68,1,0,1,"(1.813928,-78.763924)"
2014,Julio,Paraguay,600,4,5,9,"(0.814836,-77.662532)"
2018,Agosto,Países Bajos,528,0,1,1,"(11.247723,-74.213989)"
2022,Julio,Honduras,340,0,4,4,"(7.128456,-73.183637)"
2014,Marzo,Italia,380,385,1611,1996,"(4.697144,-74.140516)"
2013,Noviembre,Perú,604,9,17,26,"(4.815061,-75.736532)"
2023,Enero,Venezuela,862,4787,4464,9251,"(7.818934,-72.453226)"
2014,Noviembre,Rumania,642,0,1,1,"(7.818934,-72.453226)"
2014,Agosto,Portugal,620,0,1,1,"(4.815061,-75.736532)"
2012,Agosto,Nueva Zelanda,554,4,3,7,"(8.635765,-77.346578)"
2021,Diciembre,Nueva Zelanda,554,1,1,2,"(3.541112,-76.384584)"
2016,Junio,España,724,1,5,6,"(8.635765,-77.346578)"
2017,Marzo,Japón,392,21,42,63,"(6.171601,-75.427454)"
2018,Marzo,Bermudas/Territorio Británico de Ultramar,60,2,1,3,"(10.445761,-75.516429)"
2023,Junio,Letonia,428,0,3,3,"(10.445761,-75.516429)"
2014,Agosto,Cuba,192,2,0,2,"(10.408582,-75.538003)"
2017,Septiembre,Perú,604,79,152,231,"(7.818934,-72.453226)"
2013,Diciembre,Suecia,752,300,460,760,"(4.697144,-74.140516)"
2013,Noviembre,Myanmar,104,0,1,1,"(10.408582,-75.538003)"
2015,Agosto,Taiwán,158,3,6,9,"(6.171601,-75.427454)"
2014,Junio,Eslovenia,705,1,0,1,"(6.171601,-75.427454)"
2015,Abril,El Salvador,222,27,32,59,"(10.445761,-75.516429)"
2023,Marzo,Países Bajos,528,1,1,2,"(4.452882,-75.766298)"
2014,Marzo,Eslovenia,705,0,1,1,"(3.541112,-76.384584)"
2022,Octubre,Israel,376,1,0,1,"(11.117806,-74.232622)"
2016,Noviembre,Japón,392,2,2,4,"(12.586067,-81.702563)"
2014,Marzo,Israel,376,9,11,20,"(-4.197703,-69.941278)"
2012,Abril,Japón,392,11,20,31,"(0.814836,-77.662532)"
2019,Febrero,China,156,1,1,2,"(-4.197703,-69.941278)"
2017,Noviembre,Australia,36,0,1,1,"(0.25129,-76.875963)"
2020,Diciembre,San  Vicente y las Granadinas,670,0,1,1,"(4.697144,-74.140516)"
2017,Julio,Estonia,233,6,9,15,"(10.445761,-75.516429)"
2019,Agosto,Nicaragua,558,31,31,62,"(10.445761,-75.516429)"
2017,Febrero,Islas Vírgenes Británicas/Territorio Británico de Ultramar,92,2,0,2,"(6.171601,-75.427454)"
2023,Abril,Serbia,688,1,7,8,"(10.445761,-75.516429)"
2012,Noviembre,Hungría,348,1,0,1,"(10.445761,-75.516429)"
2014,Noviembre,México,484,20,53,73,"(10.886611,-74.776708)"
2012,Julio,Estados Unidos de América,840,1796,2985,4781,"(6.171601,-75.427454)"
2019,Diciembre,Indonesia,360,1,0,1,"(6.171601,-75.427454)"
2014,Octubre,Filipinas,608,0,19,19,"(10.971302,-74.765397)"
2014,Agosto,Letonia,428,5,5,10,"(4.697144,-74.140516)"
2014,Enero,Brasil,76,42,36,78,"(12.586067,-81.702563)"
2013,Diciembre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,1,1,2,"(4.452882,-75.766298)"
2013,Julio,Japón,392,143,501,644,"(4.697144,-74.140516)"
2021,Septiembre,Francia,250,5,8,13,"(10.408582,-75.538003)"
2014,Febrero,Costa Rica,188,433,663,1096,"(4.697144,-74.140516)"
2022,Agosto,Georgia,268,1,1,2,"(6.171601,-75.427454)"
2014,Agosto,Francia,250,1,1,2,"(4.452882,-75.766298)"
2017,Octubre,Argentina,32,107,172,279,"(0.814836,-77.662532)"
2013,Diciembre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,3,13,16,"(-4.197703,-69.941278)"
2021,Noviembre,903,99999,1,0,1,"(4.697144,-74.140516)"
2020,Septiembre,Honduras,340,2,1,3,"(10.445761,-75.516429)"
2016,Febrero,Zimbabue,716,0,1,1,"(4.697144,-74.140516)"
2019,Febrero,Bolivia,68,1,1,2,"(-4.197703,-69.941278)"
2019,Abril,España,724,1,4,5,"(7.088729,-70.740253)"
2018,Marzo,Ecuador,218,0,2,2,"(7.128456,-73.183637)"
2013,Septiembre,Estados Unidos de América,840,1,1,2,"(10.971302,-74.765397)"
2019,Noviembre,España,724,130,248,378,"(10.445761,-75.516429)"
2013,Octubre,Italia,380,3,11,14,"(10.886611,-74.776708)"
2014,Septiembre,Turquía,792,0,1,1,"(11.247723,-74.213989)"
2023,Abril,San  Vicente y las Granadinas,670,3,4,7,"(4.697144,-74.140516)"
2012,Abril,Canadá,124,25,43,68,"(3.541112,-76.384584)"
2015,Enero,Venezuela,862,9,13,22,"(4.815061,-75.736532)"
2019,Noviembre,India,356,0,1,1,"(0.814836,-77.662532)"
2022,Agosto,Finlandia,246,11,12,23,"(6.171601,-75.427454)"
2017,Abril,Desconocido,99999,68,144,212,"(4.697144,-74.140516)"
2023,Junio,Argentina,32,525,425,950,"(10.445761,-75.516429)"
2023,Enero,Dominica,212,1,2,3,"(10.445761,-75.516429)"
2013,Octubre,Japón,392,1,0,1,"(11.360009,-72.129330)"
2019,Abril,República de Irlanda,372,1,2,3,"(11.247723,-74.213989)"
2020,Enero,Filipinas,608,3,0,3,"(12.586067,-81.702563)"
2020,Marzo,Islandia,352,0,7,7,"(4.697144,-74.140516)"
2019,Abril,Panamá,591,1417,1343,2761,"(6.171601,-75.427454)"
2018,Mayo,Austria,40,2,0,2,"(8.635765,-77.346578)"
2018,Noviembre,Estados Unidos de América,840,9795,16974,26769,"(4.697144,-74.140516)"
2012,Noviembre,Francia,250,28,89,117,"(6.171601,-75.427454)"
2012,Enero,Brasil,76,1,1,2,"(7.128456,-73.183637)"
2015,Marzo,Australia,36,12,23,35,"(3.541112,-76.384584)"
2022,Septiembre,Bolivia,68,1,1,2,"(7.927209,-72.507910)"
2018,Diciembre,Uganda,800,1,1,2,"(4.697144,-74.140516)"
2016,Mayo,Honduras,340,230,247,477,"(4.697144,-74.140516)"
2018,Octubre,Australia,36,0,1,1,"(11.360009,-72.129330)"
2022,Noviembre,México,484,4,6,10,"(11.360009,-72.129330)"
2016,Abril,Camboya,116,0,2,2,"(4.697144,-74.140516)"
2022,Diciembre,Kenia,404,0,1,1,"(10.445761,-75.516429)"
2014,Mayo,El Salvador,222,3,2,5,"(10.886611,-74.776708)"
2019,Diciembre,Perú,604,7,17,24,"(-4.197703,-69.941278)"
2023,Marzo,República de Irlanda,372,42,36,78,"(10.445761,-75.516429)"
2022,Mayo,Nueva Zelanda,554,3,2,5,"(3.541112,-76.384584)"
2023,Mayo,Polonia,616,2,5,7,"(10.886611,-74.776708)"
2023,Febrero,Polonia,616,36,45,81,"(6.171601,-75.427454)"
2021,Febrero,Tailandia,764,6,1,7,"(4.697144,-74.140516)"
2012,Agosto,Trinidad y Tobago,780,1,2,3,"(11.360009,-72.129330)"
2014,Enero,Italia,380,19,98,117,"(3.541112,-76.384584)"
2015,Noviembre,Federación de Rusia,643,0,1,1,"(0.25129,-76.875963)"
2017,Diciembre,Nicaragua,558,21,10,31,"(10.445761,-75.516429)"
2015,Marzo,Federación de Rusia,643,7,7,14,"(3.541112,-76.384584)"
2020,Octubre,China,156,2,4,6,"(6.171601,-75.427454)"
2013,Abril,Países Bajos,528,5,15,20,"(10.408582,-75.538003)"
2022,Mayo,Venezuela,862,12,14,26,"(4.815061,-75.736532)"
2017,Enero,Países Bajos,528,227,357,584,"(6.171601,-75.427454)"
2018,Enero,Túnez,788,6,8,14,"(4.697144,-74.140516)"
2021,Diciembre,Honduras,340,250,226,476,"(4.697144,-74.140516)"
2018,Mayo,México,484,77,170,247,"(3.541112,-76.384584)"
2019,Noviembre,Suiza,756,16,19,35,"(10.408582,-75.538003)"
2018,Octubre,Uzbekistán,860,0,2,2,"(4.697144,-74.140516)"
2020,Febrero,Ucrania,804,1,3,4,"(0.814836,-77.662532)"
2019,Febrero,México,484,0,4,4,"(11.360009,-72.129330)"
2013,Septiembre,Guyana,328,0,1,1,"(10.408582,-75.538003)"
2020,Febrero,Nepal,524,0,4,4,"(6.171601,-75.427454)"
2013,Julio,Mauritania,478,0,1,1,"(4.697144,-74.140516)"
2023,Marzo,Portugal,620,28,36,64,"(10.445761,-75.516429)"
2017,Octubre,Bosnia y Herzegovina,70,0,1,1,"(10.445761,-75.516429)"
2022,Octubre,Portugal,620,0,1,1,"(3.893038,-77.067921)"
2019,Noviembre,Canadá,124,1346,2363,3709,"(4.697144,-74.140516)"
2020,Marzo,Estados Unidos de América,840,377,618,995,"(10.886611,-74.776708)"
2018,Febrero,Venezuela,862,14,12,26,"(7.128456,-73.183637)"
2012,Abril,Puerto Rico/Territorio de Estados Unidos,630,0,2,2,"(3.541112,-76.384584)"
2018,Julio,Bolivia,68,78,58,137,"(6.171601,-75.427454)"
2019,Diciembre,San  Vicente y las Granadinas,670,1,1,2,"(6.171601,-75.427454)"
2023,Abril,Uruguay,858,27,18,45,"(12.586067,-81.702563)"
2017,Julio,Vietnam,704,10,12,22,"(4.697144,-74.140516)"
2023,Marzo,Turquía,792,7,24,31,"(6.171601,-75.427454)"
2017,Diciembre,Dinamarca,208,1,0,1,"(12.5744111,-81.703935)"
2022,Julio,República de Moldavia,498,0,1,1,"(10.886611,-74.776708)"
2021,Diciembre,Túnez,788,6,11,17,"(4.697144,-74.140516)"
2014,Junio,Sudáfrica,710,2,7,9,"(10.408582,-75.538003)"
2015,Febrero,República Democrática del Congo,180,2,6,8,"(4.697144,-74.140516)"
2022,Mayo,Rumania,642,0,1,1,"(4.815061,-75.736532)"
2017,Febrero,Malta,470,0,1,1,"(0.814836,-77.662532)"
2022,Marzo,Suiza,756,64,107,171,"(6.171601,-75.427454)"
2014,Octubre,Eslovenia,705,0,1,1,"(0.814836,-77.662532)"
2015,Diciembre,Estados Unidos de América,840,11867,18252,30119,"(4.697144,-74.140516)"
2013,Enero,Jamaica,388,0,1,1,"(7.818934,-72.453226)"
2017,Enero,Canadá,124,1,1,2,"(11.247723,-74.213989)"
2014,Mayo,Guatemala,320,26,91,117,"(6.171601,-75.427454)"
2021,Agosto,Desconocido,99999,0,1,1,"(6.171601,-75.427454)"
2019,Enero,Venezuela,862,2,9,11,"(7.927209,-72.507910)"
2017,Marzo,Bután,64,1,1,2,"(4.697144,-74.140516)"
2018,Septiembre,Trinidad y Tobago,780,0,1,1,"(11.247723,-74.213989)"
2020,Enero,Australia,36,0,1,1,"(7.818934,-72.453226)"
2013,Diciembre,Indonesia,360,0,1,1,"(3.541112,-76.384584)"
2022,Abril,Panamá,591,2,5,7,"(8.635765,-77.346578)"
2018,Junio,Francia,250,114,170,284,"(10.445761,-75.516429)"
2012,Abril,Barbados,52,1,1,2,"(7.128456,-73.183637)"
2017,Junio,Rumania,642,7,8,15,"(10.445761,-75.516429)"
2018,Noviembre,Federación de Rusia,643,7,4,11,"(0.814836,-77.662532)"
2019,Enero,Uruguay,858,45,15,60,"(10.408582,-75.538003)"
2016,Enero,Bahréin,48,0,1,1,"(4.697144,-74.140516)"
2017,Diciembre,Venezuela,862,214,223,437,"(10.445761,-75.516429)"
2021,Junio,Perú,604,952,1295,2247,"(4.697144,-74.140516)"
2012,Agosto,República Árabe Siria,760,0,1,1,"(11.360009,-72.129330)"
2012,Febrero,Kenia,404,0,1,1,"(11.360009,-72.129330)"
2022,Mayo,Venezuela,862,0,2,2,"(12.165168,-71.983761)"
2022,Diciembre,Costa Rica,188,5,11,16,"(4.815061,-75.736532)"
2018,Septiembre,Luxemburgo,442,4,14,18,"(4.697144,-74.140516)"
2019,Abril,Bolivia,68,17,31,48,"(6.171601,-75.427454)"
2014,Mayo,Nicaragua,558,2,2,4,"(4.815061,-75.736532)"
2015,Abril,Georgia,268,2,1,3,"(4.697144,-74.140516)"
2016,Enero,Suecia,752,7,8,15,"(11.247723,-74.213989)"
2018,Diciembre,Luxemburgo,442,1,2,3,"(6.171601,-75.427454)"
2012,Septiembre,República Checa,203,0,1,1,"(3.541112,-76.384584)"
2013,Marzo,Noruega,578,0,1,1,"(8.635765,-77.346578)"
2012,Enero,Canadá,124,5,16,21,"(10.886611,-74.776708)"
2017,Mayo,India,356,10,43,53,"(10.445761,-75.516429)"
2017,Junio,Francia,250,5,3,8,"(0.25129,-76.875963)"
2017,Junio,Suiza,756,2,7,9,"(8.635765,-77.346578)"
2023,Junio,Federación de Rusia,643,3,4,7,"(10.886611,-74.776708)"
2019,Agosto,Haití,332,2,4,6,"(10.886611,-74.776708)"
2013,Agosto,Marruecos,504,2,8,10,"(4.697144,-74.140516)"
2014,Noviembre,Chile,152,3,2,5,"(4.815061,-75.736532)"
2013,Octubre,México,484,2,37,39,"(4.815061,-75.736532)"
2021,Diciembre,Rumania,642,73,89,162,"(4.697144,-74.140516)"
2023,Enero,Croacia,191,35,72,107,"(4.697144,-74.140516)"
2018,Noviembre,Alemania,276,0,1,1,"(11.360009,-72.129330)"
2017,Septiembre,Irán,364,0,1,1,"(10.408582,-75.538003)"
